"ID";"Project title";"Collection_name";"Original Country/Region";"Original City/Town/Village";"Station Name";"Platform";"Altitude_masl";"Original Latitude Units";"Original Longitude Units";"Original Altitude Units";"Local Gravity";"Last modified";"Original Location/Relocation";"Start Station Year/Month/Day";"End Station Year/Month/Day";"Start Record Year/Month/Day";"End Record Year/Month/Day";"WMO Region";"Latitude_DegN";"Longitude_DegE";"Current Station Name";"WMO ID";"Network1_name";"Network1_ID";"Network2_name";"Network2_ID";"Country/Region";"City/Town/Village";"Time_resolution";"Observation times";"Time Reference Meridian, or other";"Estimated Station Days";"Time Gaps";"Variable name";"Units";"Original Units";"Variable Instrument";"Corrections/Conversions";"Observation Changes";"Type of Access";"Data Owner";"Data Owner Link/Contact";"Source";"Type of Initial source";"Source Link (Images)";"Data Provider";"Data Provider (Link/contact)";"Data series in published databank citation";"State of Data Rescue";"Comments";"Project Status"
"1085437";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Humahuaca";"";"";"";"";"";"";"2019-01-28 23:41:56.866650+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-23.204";"-65.348602";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085449";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"JUJUY-Capital";"";"";"";"";"";"";"2019-01-28 23:41:56.921237+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-24.183332";"-65.300003";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085461";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"La Carlota";"";"";"";"";"";"";"2019-01-28 23:41:56.973107+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-33.417934";"-63.293495";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085473";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"La Cautiva";"";"";"";"";"";"";"2019-01-28 23:41:57.031866+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-33.979931";"-64.082817";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085485";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"La Cocha";"";"";"";"";"";"";"2019-01-28 23:41:57.088354+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-27.77";"-65.585831";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085497";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"La Plata";"";"";"";"";"";"";"2019-01-28 23:41:57.140736+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-34.920502";"-57.953602";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085509";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Las Flores";"";"";"";"";"";"";"2019-01-28 23:41:57.200288+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-36.014198";"-59.0993";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085521";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Las Lajas";"";"";"";"";"";"";"2019-01-28 23:41:57.255642+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-38.523899";"-70.363998";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085533";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Malaspina";"";"";"";"";"";"";"2019-01-28 23:41:57.311329+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-44.9333";"-66.900002";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085545";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Mar del Plata";"";"";"";"";"";"";"2019-01-28 23:41:57.366402+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-38.005501";"-57.542599";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085557";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"MENDOZA-Capital";"";"";"";"";"";"";"2019-01-28 23:41:57.423013+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-32.883331";"-68.816666";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085569";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"MISIONES-Posadas";"";"";"";"";"";"";"2019-01-28 23:41:57.472571+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-27.362101";"-55.900902";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085581";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Necochea";"";"";"";"";"";"";"2019-01-28 23:41:57.522566+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-38.554501";"-58.739601";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085593";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"NEQUEN - Arroyitos";"";"";"";"";"";"";"2019-01-28 23:41:57.578687+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-39.073299";"-68.565002";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085605";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Neuquen";"";"";"";"";"";"";"2019-01-28 23:41:57.632789+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-38.951698";"-68.059196";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085617";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"NEUQUEN - Pilcaneyen";"";"";"";"";"";"";"2019-01-28 23:41:57.691258+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-38.952499";"-68.064163";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085629";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"N. Huapí";"";"";"";"";"";"";"2019-01-28 23:41:57.745396+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-40.925598";"-71.515099";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085641";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Olavarria";"";"";"";"";"";"";"2019-01-28 23:41:57.803690+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-36.8937";"-60.323299";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085653";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"PAMPA - Acha";"";"";"";"";"";"";"2019-01-28 23:41:57.857959+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-25.2637";"-57.575901";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085665";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"PARAGUAY-Asunción";"";"";"";"";"";"";"2019-01-28 23:41:57.913269+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-37.373112";"-64.599739";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085677";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Paso de los Libres";"";"";"";"";"";"";"2019-01-28 23:41:57.969860+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-29.71423";"-57.087521";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085689";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Patagones";"";"";"";"";"";"";"2019-01-28 23:41:58.025526+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-40.795471";"-62.968651";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085701";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"P. Deseado";"";"";"";"";"";"";"2019-01-28 23:41:58.079817+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-47.75";"-65.916664";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085713";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Pico Salamanca";"";"";"";"";"";"";"2019-01-28 23:41:58.134078+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-45.573299";"-67.337196";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085725";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Piedra de Aguila";"";"";"";"";"";"";"2019-01-28 23:41:58.192285+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-40.033333";"-70.066666";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085737";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Pueblo Brugo";"";"";"";"";"";"";"2019-01-28 23:41:58.241753+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-31.387939";"-60.091999";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
